"","id","case_","x_","y_","annual_100m","perennial_100m","shrub_100m","annual_500m","perennial_500m","shrub_500m","territory","sex"
"4936",4,FALSE,563550.511288115,4778482.61736195,6.72727272727273,7.54545454545455,25.0909090909091,7.00990099009901,8.26732673267327,22.5148514851485,"SG","male"
"4937",4,FALSE,561217.536550287,4793233.64352712,7.5,26,14.5,8.15932203389831,22.7627118644068,20.071186440678,"SG","male"
"4938",4,FALSE,566926.179776754,4812763.88174415,42.8333333333333,26.9166666666667,6.5,36.8172757475083,27.6644518272425,8.15614617940199,"SG","male"
"4939",4,FALSE,591660.742898979,4781884.44301514,9.5,30.5,2.33333333333333,9.08305647840532,32.8604651162791,1.53820598006645,"SG","male"
"4940",4,FALSE,553677.204709395,4778806.19224525,7.33333333333333,9.58333333333333,26.1666666666667,5.95608108108108,10.9527027027027,22.5675675675676,"SG","male"
"4941",4,FALSE,592055.26625347,4787134.63599878,4.72727272727273,18.2727272727273,15.2727272727273,4.30592105263158,17.7302631578947,15.3322368421053,"SG","male"
"4942",4,FALSE,558555.101966008,4781869.57257041,4.75,10.5,20.5,5.18918918918919,9.82432432432432,20.5912162162162,"SG","male"
"4943",4,FALSE,560466.964488281,4777833.99336642,2,6.90909090909091,23.3636363636364,2.95016611295681,7.95348837209302,20.8106312292359,"SG","male"
"4944",4,FALSE,552959.895564803,4768854.38043571,3.33333333333333,5.41666666666667,24.5,3.47491638795987,6.13377926421405,19.2709030100334,"SG","male"
"4945",4,FALSE,563533.01878441,4798341.09617377,9.90909090909091,22.6363636363636,24.1818181818182,10.3120805369128,22.4261744966443,22.4731543624161,"SG","male"
"4946",4,FALSE,588965.989837122,4783106.5864661,6.75,48.3333333333333,0.333333333333333,8.04666666666667,47.3733333333333,1.17,"SG","male"
"4947",4,FALSE,573096.530141936,4787258.52577096,7.5,40.5833333333333,3.5,9.34323432343234,33.8448844884488,6.57095709570957,"SG","male"
"4948",4,FALSE,565807.084756659,4798924.82107204,13.3636363636364,29,14.9090909090909,15.8349834983498,25.7359735973597,16.7359735973597,"SG","male"
"4949",4,FALSE,571860.69761987,4791785.7219022,16.5833333333333,22,11.1666666666667,15.6296296296296,23.3569023569024,10.4949494949495,"SG","male"
"4950",4,FALSE,575276.713685849,4787226.8042538,7.16666666666667,33.0833333333333,3.91666666666667,9.68120805369128,32.0268456375839,3.17785234899329,"SG","male"
"4951",4,FALSE,562461.726661048,4780101.86125817,4.15384615384615,10.7692307692308,17.5384615384615,3.69360269360269,10.1919191919192,17.7946127946128,"SG","male"
"4952",4,FALSE,572805.320154382,4787858.15250325,10.0909090909091,27.7272727272727,5.54545454545455,9.18300653594771,27.6307189542484,7.66993464052288,"SG","male"
"4953",4,FALSE,559693.596869057,4800462.42920937,13.4615384615385,36.7692307692308,10,14.1137123745819,35.8260869565217,9.29096989966555,"SG","male"
"4954",4,FALSE,593143.209129546,4786999.89806365,3.83333333333333,17.8333333333333,13,4.17607973421927,19.5514950166113,10.9136212624585,"SG","male"
"4955",4,FALSE,561705.081030053,4800564.75355122,18.4166666666667,23.0833333333333,10.8333333333333,14.1661129568106,22.843853820598,14.5813953488372,"SG","male"
"4956",4,FALSE,574824.234121952,4791537.91337304,12.6153846153846,34.6153846153846,8.15384615384615,11.2566666666667,25.82,11.7766666666667,"SG","male"
"4957",4,FALSE,569446.197493066,4808504.88194909,12.4545454545455,39.6363636363636,11.2727272727273,12.814332247557,38.0456026058632,11.9511400651466,"SG","male"
"4958",4,FALSE,570245.124139956,4790685.46714807,10.9166666666667,28.4166666666667,11.0833333333333,9.47986577181208,29.8691275167785,10.5973154362416,"SG","male"
"4959",4,FALSE,563178.939249588,4810934.56700964,26.9166666666667,29.5833333333333,7.16666666666667,21.1287128712871,29.0627062706271,6.83498349834983,"SG","male"
"4960",4,FALSE,568692.691477091,4811786.75088673,9.16666666666667,31.9166666666667,15,10.2706270627063,33.3399339933993,12.2970297029703,"SG","male"
"4961",4,FALSE,564255.904377521,4777730.2415425,6.78571428571429,9.28571428571429,19,7.08026755852843,10.371237458194,19.5585284280936,"SG","male"
"4962",4,FALSE,578471.304773206,4790358.87029141,9,34,10.0714285714286,6.88628762541806,37.7324414715719,4.89297658862876,"SG","male"
"4963",4,FALSE,562703.540146899,4778267.81178359,3.69230769230769,7.07692307692308,24.4615384615385,3.98671096345515,7.70764119601329,24.2292358803987,"SG","male"
"4964",4,FALSE,566148.25877205,4802059.49710589,16.9230769230769,24.4615384615385,15.7692307692308,15.12,24.2766666666667,17.28,"SG","male"
"4965",4,FALSE,582502.137135823,4796277.31646198,10.25,23.25,18.8333333333333,14.8896321070234,24.2207357859532,16.8595317725753,"SG","male"
"4966",4,FALSE,563979.325986721,4785796.75956657,6.75,24.3333333333333,10.3333333333333,8.32225913621262,21.6046511627907,14.4418604651163,"SG","male"
"4967",4,FALSE,569706.7448265,4809737.25738226,16.3333333333333,30.1666666666667,5.5,15.4105960264901,32.6324503311258,5.81456953642384,"SG","male"
"4968",4,FALSE,572810.216500565,4794274.41398052,11.8333333333333,21.6666666666667,21.5833333333333,12.1471571906355,20.1772575250836,22.1672240802676,"SG","male"
"4969",4,FALSE,567834.37745385,4794422.82032651,11,23.1538461538462,23.6153846153846,10.4784053156146,22.7043189368771,23.468438538206,"SG","male"
"4970",4,FALSE,573837.95773554,4799418.69299457,11.4166666666667,38.4166666666667,2.33333333333333,12.1594684385382,39.2757475083056,2.71428571428571,"SG","male"
"4971",4,FALSE,570140.13799836,4789699.3979146,9.5,26.7142857142857,17.3571428571429,6.88926174496644,31.0201342281879,13.0335570469799,"SG","male"
"4972",4,FALSE,575084.514638457,4797441.44890227,8.5,43.5714285714286,4,8.86241610738255,40.4295302013423,4.35570469798658,"SG","male"
"4973",4,FALSE,567248.513470794,4798217.58384803,11.5,22.9166666666667,21.9166666666667,9.85382059800664,21.9667774086379,24.421926910299,"SG","male"
"4974",4,FALSE,568801.89366013,4782880.40941549,13.5,21.3333333333333,5.91666666666667,13.635761589404,19.4172185430464,4.72847682119205,"SG","male"
"4975",4,FALSE,558998.271708884,4782110.22936598,10.0833333333333,11.0833333333333,10.25,5.95254237288136,9.9864406779661,17.7491525423729,"SG","male"
"4976",4,FALSE,567418.294491997,4803027.12786083,11.5454545454545,19.9090909090909,25.7272727272727,14.7666666666667,25.4166666666667,14.21,"SG","male"
