"","case_","x_","y_","annual_100m","perennial_100m","shrub_100m","annual_500m","perennial_500m","shrub_500m"
"2691",FALSE,548982.763162241,4780425.51200359,19.1666666666667,7.25,18.4166666666667,12.1295681063123,8.81063122923588,20.5880398671096
"2692",FALSE,561601.250074168,4783895.32883825,8,12.0909090909091,29.5454545454545,11.0695364238411,12.0728476821192,24.5529801324503
"2693",FALSE,595705.082689224,4760756.46739512,32.8181818181818,9.36363636363636,1.72727272727273,31.9933554817276,9.03654485049834,3.0797342192691
"2694",FALSE,601793.421877467,4760135.49642429,24.9166666666667,11.25,6.75,20.9554794520548,12.1267123287671,6.34246575342466
"2695",FALSE,558038.399934884,4774596.17033306,3.41666666666667,7.91666666666667,25.5833333333333,3.38461538461538,7.79598662207358,16.8060200668896
"2696",FALSE,593021.969520218,4762750.91017198,12.9090909090909,19.5454545454545,2.72727272727273,15.8717105263158,19.9111842105263,2.29934210526316
"2697",FALSE,588531.714492282,4765222.92046319,23.5,11.0714285714286,3.28571428571429,21.4060402684564,12.9563758389262,4.18791946308725
"2698",FALSE,603687.145278063,4765958.93675402,12.4166666666667,19,3.91666666666667,11.4784053156146,19.4152823920266,3.6312292358804
"2699",FALSE,578902.794673177,4761196.30639063,3.58333333333333,11.9166666666667,22.5,6.8255033557047,11.003355704698,16.4530201342282
"2700",FALSE,584695.931471541,4782805.78816017,6.45454545454545,30.5454545454545,8.18181818181818,7.55067567567568,25.9391891891892,6.34121621621622
"2701",FALSE,576490.877417611,4782092.18759057,7.83333333333333,17.4166666666667,7.83333333333333,7.2742474916388,21.247491638796,6.04347826086957
"2702",FALSE,609585.559752537,4753497.74205318,5.81818181818182,49.7272727272727,3,5.49498327759197,41.438127090301,1.92976588628763
"2703",FALSE,611610.86435072,4746932.91537756,22.9,16.5,3.2,25.7925170068027,16,2.10544217687075
"2704",FALSE,573738.931512117,4785680.30337351,8.83333333333333,29.6666666666667,5.25,7.65333333333333,33.8333333333333,3.51666666666667
"2705",FALSE,581256.624420785,4763173.42993252,22,28,19.6363636363636,21.3733333333333,25.2766666666667,18.03
"2706",FALSE,563476.772662963,4772826.02223135,38.5,0.166666666666667,15.3333333333333,26,1.80794701986755,12.3013245033113
"2707",FALSE,555931.007568546,4796456.48017495,15.7142857142857,19.2857142857143,3.92857142857143,15.3243243243243,18.2736486486486,9.90540540540541
"2708",FALSE,582830.814436358,4756409.3912517,8.08333333333333,10.4166666666667,27.4166666666667,8.99315068493151,13.2842465753425,25.1575342465753
"2709",FALSE,563496.133825719,4765278.20617094,3.66666666666667,9.91666666666667,16,6.58666666666667,6.67333333333333,19.2933333333333
"2710",FALSE,559647.576137433,4796541.52794106,11.1428571428571,19.7857142857143,24.2142857142857,10.8624161073826,20.5268456375839,23.9161073825503
"2711",FALSE,621193.539397976,4763529.62107693,53.25,8.33333333333333,0,49.3033333333333,9.74,1.27333333333333
"2712",FALSE,560531.650947942,4793000.93299417,7,18.75,23.25,9.5973597359736,21.5313531353135,19.6468646864686
"2713",FALSE,554205.751987985,4806316.08258697,15.9166666666667,28.1666666666667,13.0833333333333,19.2736486486486,25.7128378378378,11.7466216216216
"2714",FALSE,615219.174719107,4745952.71057752,31,17.5833333333333,3.16666666666667,24.8881355932203,23.0101694915254,4.87457627118644
