"","ID","sex","BANDING_DAY","BANDING_MONTH","BANDING_YEAR","B_COORD_PRECISION","B_REGION","B_LOC","B_LAT_DECIMAL_DEGREES","B_LON_DECIMAL_DEGREES","B_FLYWAY_CHR","BEARING_BBL","DISTANCE_BBL","E_REGION","E_LOC","E_COORD_PRECISION","E_LAT_DECIMAL_DEGREES","E_LON_DECIMAL_DEGREES","E_FLYWAY_CHR","E_PRESENT_CONDITION_CODE","E_COND","E_WHO","ENCOUNTER_DAY","ENCOUNTER_MONTH","ENCOUNTER_YEAR","dist_km","bearing_degs","avg_ExtAg","extB","extE","diffAg","B_TAVG_JULY","B_TMIN_MAY","B_TMIN_JULY","B_TMAX_MAY","B_TMAX_JULY","B_TMAX_AUG","B_TMAX_MAR","B_TMIN_MAR","B_TMAX_JAN","B_TMIN_JAN","B_TMIN_AUG","dispType30","dispType25","B_LAT_DD_10MINBLOCK","B_LON_DD_10MINBLOCK","E_LAT_DD_10MINBLOCK","E_LON_DD_10MINBLOCK","bearing_10MINBLOCK","dist_km_10minblock","E_WHO_BIN"
"36",660,"M",10,6,2009,1,18,"Connecticut",41.875,-71.95833,"Atlantic","SSE",8.9,18,"Connecticut",10,41.75,-71.91667,"Atlantic",5,"D","Public",23,4,2010,14.3087549360364,165.985798323175,0.166239254205577,0.253737842938017,0.197561329655973,-0.0561765132820438,-0.944721400737762,1.29538416862488,-0.25193926692009,0.0233177598565817,-1.65912938117981,0.90602719783783,3.6753306388855,3.33763647079468,0.00217062723822892,1.14276206493378,1.98701345920563,0,0,41.9166666666667,-71.9166666666667,41.75,-71.9166666666667,-180,18.5116747367689,"Public"
"37",676,"U",2,6,2010,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SSW",36.1,72,"Pennsylvania",0,40.443,-75.53988,"Atlantic",7,"A","Bander",29,5,2011,58.0286680849035,-154.924233995554,0.268824362677131,0.134126868921469,0.562055450718537,0.427928581797068,2.16478276252747,2.17078518867493,1.96939504146576,1.90474832057953,2.37341284751892,0.823162317276001,0.656031012535095,0.476389169692993,-1.53958511352539,-0.971494913101196,1.566969871521,1,1,40.9166666666667,-75.25,40.4166666666667,-75.5833333333333,-152.977241026476,62.2680620755713,"Researcher"
"38",679,"F",26,5,2010,10,72,"Pennsylvania",40.75,-75.75,"Atlantic","E",23.6,72,"Pennsylvania",0,40.7768,-75.29927,"Atlantic",7,"A","Bander",5,6,2011,38.1736818189846,85.3814088824342,0.447418080693096,0.0113223980258383,0.607635360719988,0.59631296269415,2.16478276252747,2.17078518867493,1.96939504146576,1.90474832057953,2.37341284751892,0.823162317276001,0.656031012535095,0.476389169692993,-1.53958511352539,-0.971494913101196,1.566969871521,1,1,40.75,-75.75,40.75,-75.25,89.8368094652278,42.2260839154484,"Researcher"
"39",684,"M",10,5,2010,10,89,"Washington",46.75,-119.58333,"Pacific","S",11.5,89,"Washington",10,46.58333,-119.58333,"Pacific",7,"A","Bander",26,4,2011,18.5277600887185,-180,0,0,0,0,0.275500535964966,-0.943120360374451,0.429645508527756,-2.58488607406616,0.137257426977158,0.102372169494629,-0.314500570297241,1.04492127895355,2.39199280738831,2.18508434295654,0.420765191316605,0,0,46.75,-119.583333333333,46.5833333333333,-119.583333333333,-180,18.5273895463497,"Researcher"
"40",700,"U",10,6,2012,10,72,"Pennsylvania",40.41667,-75.25,"Atlantic","ESE",10.2,72,"Pennsylvania",0,40.36147,-75.07092,"Atlantic",5,"D","Public",13,4,2013,16.3941649504673,111.897345367749,0.537281656747472,0.400203222528669,0.490346929888228,0.0901437073595587,2.16452074050903,3.801593542099,2.31918931007385,2.31318020820618,2.13632893562317,0.769550800323486,-1.38270580768585,0.0206059627234936,2.0038902759552,2.49372172355652,1.39656686782837,0,0,40.4166666666667,-75.25,40.4166666666667,-75.0833333333333,89.9459715281511,14.1454252412772,"Public"
"41",707,"F",5,7,2011,0,59,"New Jersey",40.14472,-74.56083,"Atlantic","NE",163.7,18,"Connecticut",10,41.75,-72.25,"Atlantic",13,"A","Public",21,5,2012,263.875650274436,46.7515450487742,0.0583617439474603,0.512991725939904,0.171723036725214,-0.34126868921469,2.18151926994324,2.61409974098206,2.12956213951111,1.18767535686493,2.17103624343872,0.0693050846457481,6.37756490707397,4.87229537963867,3.52531480789185,3.00537848472595,1.05475699901581,1,1,40.0833333333333,-74.5833333333333,41.75,-72.25,45.9629062724917,269.968341222461,"Public"
"42",710,"F",30,5,2012,1,17,"Colorado",39.84167,-104.89167,"Central","SE",2.4,17,"Colorado",0,39.81287,-104.866,"Central",7,"A","Bander",15,4,2013,3.88002919292836,145.493555980895,0.313640102578991,0.0564668311801423,0.412977210044999,0.356510378864857,2.17762970924377,1.01413822174072,2.19593906402588,2.73808622360229,2.26653003692627,1.72849071025848,1.00072729587555,0.575964570045471,1.55069696903229,0.193564221262932,1.08871507644653,0,0,39.9166666666667,-104.916666666667,39.75,-104.916666666667,-180,18.5052385971893,"Researcher"
"43",733,"F",26,5,2012,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","N",11.5,91,"Wisconsin",10,44.41667,-89.58333,"Mississippi",7,"A","Bander",18,5,2013,18.5201623607886,0,0.780939017112627,0.581216431993032,0.914211061111918,0.332994629118885,3.63813710212708,2.47733020782471,3.06715083122253,3.11050724983215,4.08058071136475,1.03163838386536,-2.27592849731445,-1.63725054264069,2.76124453544617,2.77077293395996,0.211582809686661,0,0,44.25,-89.5833333333333,44.4166666666667,-89.5833333333333,0,18.5197919595235,"Researcher"
"44",736,"F",27,5,2012,10,91,"Wisconsin",44.25,-89.58333,"Mississippi",NA,0,91,"Wisconsin",10,44.25,-89.58333,"Mississippi",7,"A","Bander",18,5,2013,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,44.25,-89.5833333333333,44.25,-89.5833333333333,NA,0,"Researcher"
"45",774,"U",8,6,2012,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SSE",11.2,59,"New Jersey",0,40.77133,-75.15521,"Atlantic",7,"A","Bander",17,5,2013,18.0113050002571,153.620524210041,0.379348720181933,0.134126868921469,0.796777471331108,0.662650602409639,2.16452074050903,3.801593542099,2.31918931007385,2.31318020820618,2.13632893562317,0.769550800323486,-1.38270580768585,0.0206059627234936,2.0038902759552,2.49372172355652,1.39656686782837,0,0,40.9166666666667,-75.25,40.75,-75.0833333333333,142.727580284544,23.2418523035504,"Researcher"
"46",775,"U",8,6,2012,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","S",18.4,59,"New Jersey",0,40.65478,-75.18931,"Atlantic",7,"A","Bander",19,6,2013,29.5305298738261,169.990527727948,0.353035102849385,0.134126868921469,0.454057192625925,0.319930323704456,2.16452074050903,3.801593542099,2.31918931007385,2.31318020820618,2.13632893562317,0.769550800323486,-1.38270580768585,0.0206059627234936,2.0038902759552,2.49372172355652,1.39656686782837,0,1,40.9166666666667,-75.25,40.5833333333333,-75.25,-180,37.0163597366168,"Researcher"
"47",777,"U",9,6,2012,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SW",25.8,72,"Pennsylvania",0,40.61272,-75.53776,"Atlantic",5,"D","Public",10,4,2013,41.5886673854013,-144.15861625149,0.380019530476781,0.134126868921469,0.378284221222238,0.244157352300769,2.16452074050903,3.801593542099,2.31918931007385,2.31318020820618,2.13632893562317,0.769550800323486,-1.38270580768585,0.0206059627234936,2.0038902759552,2.49372172355652,1.39656686782837,1,1,40.9166666666667,-75.25,40.5833333333333,-75.5833333333333,-142.63827889094,46.5044948151538,"Public"
"48",778,"U",20,6,2012,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SSE",12.3,59,"New Jersey",0,40.74849,-75.17362,"Atlantic",7,"A","Bander",19,6,2013,19.7564462173212,160.943093819453,0.375381042241254,0.134126868921469,0.749020177093918,0.614893308172449,2.16452074050903,3.801593542099,2.31918931007385,2.31318020820618,2.13632893562317,0.769550800323486,-1.38270580768585,0.0206059627234936,2.0038902759552,2.49372172355652,1.39656686782837,0,0,40.9166666666667,-75.25,40.75,-75.25,-180,18.5084479727804,"Researcher"
"49",800,"F",7,6,2014,0,72,"Pennsylvania",40.37222,-75.23444,"Atlantic","NNE",16.3,59,"New Jersey",0,40.58353,-75.0975,"Atlantic",7,"A","Bander",26,5,2015,26.1806562778704,26.2849011240479,0.340273313564067,0.611699811293366,0.20191609812745,-0.409783713165917,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,-0.771696925163269,0,1,40.4166666666667,-75.25,40.5833333333333,-75.0833333333333,37.3029069026893,23.283507683504,"Researcher"
"50",801,"F",7,6,2014,0,72,"Pennsylvania",40.40306,-75.14583,"Atlantic","N",25.3,72,"Pennsylvania",0,40.76543,-75.21715,"Atlantic",7,"A","Bander",24,6,2015,40.6901830879154,-8.51052383216414,0.325433741251018,0.413703004790245,0.740455799100014,0.326752794309769,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,-0.771696925163269,1,1,40.4166666666667,-75.0833333333333,40.75,-75.25,-20.8129921560615,39.6135691595996,"Researcher"
"51",822,"U",23,6,2014,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SE",6.2,72,"Pennsylvania",0,40.84391,-75.18057,"Atlantic",5,"D","Bander",24,6,2015,9.97671569142815,144.063155994488,0.313640102578991,0.274640731601103,0.31557555523298,0.413412686892147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.9166666666667,-75.25,40.9166666666667,-75.25,NA,0,"Researcher"
"52",823,"U",2,7,2014,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SE",8.4,72,"Pennsylvania",0,40.83976,-75.12651,"Atlantic",5,"D","Bander",24,6,2015,13.4645652383201,129.329863813469,0.343865421525459,0.134126868921469,0.8256641021919,0.691537233270431,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,-0.771696925163269,0,0,40.9166666666667,-75.25,40.9166666666667,-75.0833333333333,89.9454199233658,14.0401750777786,"Researcher"
"53",826,"F",20,6,2015,0,72,"Pennsylvania",40.34361,-75.07528,"Atlantic","NE",10.3,59,"New Jersey",0,40.44043,-74.92746,"Atlantic",7,"A","Bander",23,5,2016,16.5257251259131,49.3677185443563,0.426143126723762,0.274640731601103,0.498475831034983,0.22383509943388,0.4735067486763,2.86453604698181,1.04571187496185,3.76360726356506,-0.100393354892731,0.864118218421936,5.092116355896,3.17962288856506,1.35233747959137,0.692308127880096,-0.771696925163269,0,0,40.4166666666667,-75.0833333333333,40.4166666666667,-74.9166666666667,89.9459715281511,14.145425241276,"Researcher"
"54",827,"F",20,6,2015,0,72,"Pennsylvania",40.34361,-75.07528,"Atlantic","ESE",12.1,59,"New Jersey",0,40.29422,-74.85544,"Atlantic",7,"A","Bander",16,5,2016,19.4735718014709,106.286246331461,0.326625780229351,0.274640731601103,0.119465815067499,-0.155174916533604,0.4735067486763,2.86453604698181,1.04571187496185,3.76360726356506,-0.100393354892731,0.864118218421936,5.092116355896,3.17962288856506,1.35233747959137,0.692308127880096,0.427857577800751,0,0,40.4166666666667,-75.0833333333333,40.25,-74.9166666666667,142.52002719711,23.304277916618,"Researcher"
"55",829,"F",20,6,2015,0,72,"Pennsylvania",40.34361,-75.07528,"Atlantic","ENE",17.1,59,"New Jersey",0,40.46806,-74.79306,"Atlantic",7,"A","Bander",10,5,2016,27.6565992596326,59.9303030434777,0.461673768070154,0.274640731601103,0.701988677601974,0.427347946000871,0.4735067486763,2.86453604698181,1.04571187496185,3.76360726356506,-0.100393354892731,0.864118218421936,5.092116355896,3.17962288856506,1.35233747959137,0.692308127880096,0.427857577800751,0,1,40.4166666666667,-75.0833333333333,40.4166666666667,-74.75,89.8919429232852,28.2908379044025,"Researcher"
"56",831,"F",1,7,2015,0,72,"Pennsylvania",40.34361,-75.07528,"Atlantic","N",28.9,59,"New Jersey",0,40.76175,-75.07041,"Atlantic",7,"A","Bander",10,6,2016,46.434302502702,0.507407767355169,0.36314351171054,0.274640731601103,0.415299753229787,0.140659021628683,0.4735067486763,2.86453604698181,1.04571187496185,3.76360726356506,-0.100393354892731,0.864118218421936,5.092116355896,3.17962288856506,1.35233747959137,0.692308127880096,0.427857577800751,1,1,40.4166666666667,-75.0833333333333,40.75,-75.0833333333333,0,37.0152878198736,"Researcher"
"57",834,"F",1,7,2015,0,72,"Pennsylvania",40.34361,-75.07528,"Atlantic","N",16.6,59,"New Jersey",0,40.58354,-75.09747,"Atlantic",7,"A","Bander",23,5,2016,26.7090688158348,-4.03341037062402,0.284501171640089,0.274640731601103,0.20191609812745,-0.0727246334736537,0.4735067486763,2.86453604698181,1.04571187496185,3.76360726356506,-0.100393354892731,0.864118218421936,5.092116355896,3.17962288856506,1.35233747959137,0.692308127880096,0.427857577800751,0,1,40.4166666666667,-75.0833333333333,40.5833333333333,-75.0833333333333,0,18.5073760560373,"Researcher"
"58",837,"F",22,6,2013,1,18,"Connecticut",41.875,-71.95833,"Atlantic","SW",192.7,59,"New Jersey",0,40.01222,-74.71079,"Atlantic",5,"D","Bander",29,5,2014,310.635131934048,-130.841077542343,0.0819730938711222,0.253737842938017,0.588329220496444,0.334591377558426,2.40882444381714,0.645921051502228,3.45426368713379,0.956984162330627,1.55574178695679,-0.221263095736504,-1.3643571138382,-3.13323664665222,-0.399391353130341,-1.088627576828,0.427857577800751,1,1,41.9166666666667,-71.9166666666667,40.0833333333333,-74.75,-129.563477144961,313.461499926351,"Researcher"
"59",840,"F",2,7,2015,0,59,"New Jersey",40.43722,-74.97528,"Atlantic","ENE",45.5,59,"New Jersey",0,40.68953,-74.17446,"Atlantic",4,"D","Public",17,7,2016,73.3789572361759,67.2933393864267,0.208724744070948,0.586877631005951,0,-0.586877631005951,0.694782555103302,2.56946396827698,1.19134330749512,3.62825226783752,0.135621130466461,1.21511971950531,4.97756719589233,3.16072249412537,1.77759063243866,1.0008659362793,-0.0330914855003357,1,1,40.4166666666667,-74.9166666666667,40.75,-74.25,56.5261066478131,67.4964483415258,"Public"
"60",845,"F",18,6,2015,0,59,"New Jersey",40.47833,-74.51917,"Atlantic","W",19,59,"New Jersey",0,40.43583,-74.87556,"Atlantic",7,"A","Bander",10,5,2016,30.5957718465584,-98.7575405509699,0.301742761264761,0.21643199303237,0.758165190884018,0.541733197851648,0.694782555103302,2.56946396827698,1.19134330749512,3.62825226783752,0.135621130466461,1.21511971950531,4.97756719589233,3.16072249412537,1.77759063243866,1.0008659362793,0.633861482143402,1,1,40.4166666666667,-74.5833333333333,40.4166666666667,-74.9166666666667,-89.8919429232851,28.2908379044037,"Researcher"
"61",846,"M",16,6,2015,10,68,"Ontario",44.25,-79.58333,"Atlantic","SSW",3.1,68,"Ontario",0,44.2101,-79.61145,"Atlantic",4,"D","Public",13,5,2016,4.97030561370513,-153.116991701423,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,44.25,-79.5833333333333,44.25,-79.5833333333333,NA,0,"Public"
"62",848,"F",18,6,2015,0,59,"New Jersey",40.47833,-74.51917,"Atlantic","W",46.3,72,"Pennsylvania",0,40.45178,-75.40064,"Atlantic",13,"A","Public",12,6,2016,74.8167958233835,-91.9722768195464,0.315388376588153,0.21643199303237,0.428364058644215,0.211932065611845,0.694782555103302,2.56946396827698,1.19134330749512,3.62825226783752,0.135621130466461,1.21511971950531,4.97756719589233,3.16072249412537,1.77759063243866,1.0008659362793,0.633861482143402,1,1,40.4166666666667,-74.5833333333333,40.4166666666667,-75.4166666666667,-89.729854980398,70.7268746410054,"Public"
"63",851,"F",30,6,2015,0,59,"New Jersey",40.58361,-75.0975,"Atlantic","NNE",53.1,59,"New Jersey",0,41.24328,-74.57277,"Atlantic",7,"A","Bander",29,6,2016,85.5616746602286,30.9365160953551,0.328214281001333,0.20191609812745,0.632602699956452,0.430686601829003,0.4735067486763,2.86453604698181,1.04571187496185,3.76360726356506,-0.100393354892731,0.864118218421936,5.092116355896,3.17962288856506,1.35233747959137,0.692308127880096,1.11734509468079,1,1,40.5833333333333,-75.0833333333333,41.25,-74.5833333333333,29.4733212434312,85.1776411260706,"Researcher"
"64",854,"F",15,6,2014,10,91,"Wisconsin",44.41667,-89.58333,"Mississippi","S",11.5,91,"Wisconsin",10,44.25,-89.58333,"Mississippi",7,"A","Bander",9,5,2015,18.5201623607886,-180,0.780939017112627,0.914211061111918,0.581216431993032,-0.332994629118885,-1.62218296527863,0.652084112167358,-1.23923969268799,0.076416403055191,-2.06740403175354,-0.0141075840219855,2.95182037353516,0.789205074310303,0.864536643028259,2.5434787273407,0.633861482143402,0,0,44.4166666666667,-89.5833333333333,44.25,-89.5833333333333,-180,18.5197919595235,"Researcher"
"65",897,"F",5,8,2015,0,59,"New Jersey",40.70917,-74.50306,"Atlantic","SW",14.3,59,"New Jersey",0,40.53988,-74.6612,"Atlantic",7,"A","Bander",3,5,2016,23.0746438487413,-144.506919827781,0.0992105586386324,0.0868050515314269,0.400348381477718,0.313543329946291,0.694782555103302,2.56946396827698,1.19134330749512,3.62825226783752,0.135621130466461,1.21511971950531,4.97756719589233,3.16072249412537,1.77759063243866,1.0008659362793,0.427857577800751,0,0,40.75,-74.5833333333333,40.5833333333333,-74.5833333333333,-180,18.5079117638363,"Researcher"
"66",943,"U",3,6,1963,10,68,"Ontario",43.75,-79.25,"Atlantic","WNW",94,68,"Ontario",10,44.08333,-81.08333,"Atlantic",0,"D","Public",3,4,1964,151.832692718632,-75.2470969462162,0.313640102578991,0.274640731601103,0.31557555523298,0,0.149060755968094,-1.48993372917175,-0.0206986758857965,-1.07063829898834,0.33905029296875,-1.81910920143127,0.55609917640686,0.660086452960968,2.63558840751648,2.47818756103516,0.885935425758362,1,1,43.75,-79.25,44.0833333333333,-81.0833333333333,-75.2469845070079,151.833038687519,"Public"
"67",947,"F",20,5,1977,10,33,"Idaho",42.91667,-112.58333,"Pacific","E",8.4,33,"Idaho",10,42.91667,-112.41667,"Pacific",7,"A","Bander",15,7,1978,13.6079655010571,89.943257750674,0.355950480061381,0.0664827986645377,0.137901001596748,0.0714182029322108,-0.245970785617828,-0.666087329387665,0.35304993391037,-2.95934796333313,-0.737715005874634,-0.849392592906952,3.77717733383179,3.58796095848083,2.24240303039551,4.284104347229,0.633861482143402,0,0,42.9166666666667,-112.583333333333,42.9166666666667,-112.416666666667,89.943255484442,13.6085105747531,"Researcher"
"68",1039,"U",21,6,1980,10,47,"Massachusetts",42.41667,-71.25,"Atlantic","NE",200.5,44,"Maine",10,44.58333,-68.58333,"Atlantic",5,"D","Public",6,6,1981,323.166185118449,40.9471069069282,0.0181390289033158,0,0.00246770213383655,0.00246770213383655,0.661735117435455,0.431523323059082,0.665684580802917,0.66224730014801,0.762479543685913,0.845531105995178,0.76323127746582,0.625527799129486,-3.49051475524902,-4.880051612854,-1.73056995868683,1,1,42.4166666666667,-71.25,44.5833333333333,-68.5833333333333,40.9469848350236,323.16655684143,"Public"
"69",1080,"M",20,5,1990,10,36,"Iowa",42.08333,-93.58333,"Mississippi","N",69.6,36,"Iowa",10,43.08333,-93.41667,"Mississippi",7,"A","Bander",9,5,1991,111.923854476637,6.96484174990185,0.870869502104805,0.612280447089563,0.902888663086079,0.290608215996516,-0.512860536575317,-1.22294986248016,0.351753324270248,-2.20247507095337,-1.40530002117157,-0.247701406478882,3.74494457244873,2.99540615081787,-1.44896829128265,-1.62051022052765,0.792639374732971,1,1,42.0833333333333,-93.5833333333333,43.0833333333333,-93.4166666666667,6.96511717365938,111.923921342479,"Researcher"
"70",1104,"F",21,5,2002,10,33,"Idaho",43.58333,-116.08333,"Pacific","SE",343.2,85,"Utah",10,39.91667,-111.58333,"Pacific",5,"D","Public",3,6,2003,552.944115450542,135.896514093937,0.126817688898756,0,0.00740310640150965,0.00740310640150965,2.348477602005,-0.124445982277393,2.47690343856812,0.179798439145088,2.36031126976013,-1.0276095867157,2.15111207962036,2.70673537254333,4.66218948364258,5.38576602935791,1.52157664299011,1,1,43.5833333333333,-116.083333333333,39.9166666666667,-111.583333333333,135.896565979061,552.944660272842,"Public"
"71",1113,"F",24,7,1974,10,14,"California",37.91667,-122.08333,"Pacific","WNW",29.5,14,"California",10,38.08333,-122.58333,"Pacific",3,"D","Public",15,4,1975,47.6532024673956,-67.0041139083351,0.0285855604479498,0,0,0,0.203357174992561,-0.670125663280487,0.550868034362793,-0.355668872594833,-0.219304531812668,-0.150421172380447,-1.5496199131012,0.0968886464834213,0.491083204746246,-1.25443720817566,1.32828783988953,1,1,37.9166666666667,-122.083333333333,38.0833333333333,-122.583333333333,-67.0032939819286,47.6534897232586,"Public"
"72",1134,"M",22,6,1969,10,47,"Massachusetts",42.41667,-72.58333,"Atlantic",NA,0,47,"Massachusetts",10,42.41667,-72.58333,"Atlantic",7,"A","Bander",14,4,1970,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,42.4166666666667,-72.5833333333333,42.4166666666667,-72.5833333333333,NA,0,"Researcher"
"73",1135,"M",22,6,1969,10,47,"Massachusetts",42.41667,-72.58333,"Atlantic",NA,0,47,"Massachusetts",10,42.41667,-72.58333,"Atlantic",7,"A","Bander",1,4,1970,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,42.4166666666667,-72.5833333333333,42.4166666666667,-72.5833333333333,NA,0,"Researcher"
"74",1182,"M",26,5,1974,10,72,"Pennsylvania",40.58333,-75.41667,"Atlantic",NA,0,72,"Pennsylvania",10,40.58333,-75.41667,"Atlantic",5,"D","Public",20,4,1975,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.5833333333333,-75.4166666666667,40.5833333333333,-75.4166666666667,NA,0,"Public"
"75",1223,"M",13,6,2003,10,66,"Ohio",40.41667,-83.08333,"Mississippi","SE",29,66,"Ohio",10,40.08333,-82.75,"Mississippi",5,"D","Public",99,5,2004,46.6296468688057,142.43264936454,0.588415240614399,0.85861518362607,0.751778197125853,-0.106836986500218,-0.232452392578125,0.746546566486359,0.284453362226486,-1.30401754379272,-0.835168242454529,0.303767651319504,2.48386430740356,2.77856016159058,-1.47272026538849,-1.16106569766998,-0.878103315830231,1,1,40.4166666666667,-83.0833333333333,40.0833333333333,-82.75,142.43181845045,46.629231755085,"Public"
"76",1251,"F",8,6,1981,10,72,"Pennsylvania",40.58333,-75.41667,"Atlantic","NE",14.4,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",60,5,1982,23.2631644077554,37.2333542281006,0.395298923750078,0.0775148787922775,0.50283059950646,0.425315720714182,0.436269819736481,0.02210240252316,0.858658790588379,0.650801777839661,0.0671483427286148,-0.41545844078064,-0.13491028547287,-0.604089379310608,-3.48885273933411,-4.05050134658813,0.445923805236816,0,0,40.5833333333333,-75.4166666666667,40.75,-75.25,37.2333546157251,23.2626989459335,"Researcher"
"77",1291,"M",9,7,1980,10,69,"Oregon",45.91667,-119.25,"Pacific","E",24,69,"Oregon",10,45.91667,-118.75,"Pacific",5,"D","Agency",10,8,1981,38.7896877673325,89.8204172614284,0.392967048918566,0.489766294092031,0.991000145158949,0.501233851066918,-0.174213156104088,0.859728932380676,0.253819078207016,-0.58794766664505,-0.621604681015015,-1.70786809921265,2.10426306724548,1.17129898071289,2.21914315223694,4.25476455688477,1.73656177520752,1,1,45.9166666666667,-119.25,45.9166666666667,-118.75,89.8204172715469,38.789690089846,"Researcher"
"78",1299,"F",19,6,1981,10,17,"Colorado",40.41667,-104.75,"Central",NA,0,17,"Colorado",10,40.41667,-104.75,"Central",3,"D","Agency",19,6,1982,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.4166666666667,-104.75,40.4166666666667,-104.75,NA,0,"Researcher"
"79",1346,"M",7,6,1981,10,91,"Wisconsin",44.58333,-88.08333,"Mississippi","W",173.1,91,"Wisconsin",10,44.91667,-91.58333,"Mississippi",5,"D","Agency",24,5,1982,279.603116625459,-81.1575735586571,0.552233828273364,0.313543329946291,0.780664827986645,0.467121498040354,-0.085757203400135,-1.19573426246643,0.197897359728813,-0.237221866846085,-0.299613624811172,-0.269442528486252,-0.779698729515076,0.278817445039749,-3.19403576850891,-5.11566066741943,-0.600011825561523,1,1,44.5833333333333,-88.0833333333333,44.9166666666667,-91.5833333333333,-81.1577239757178,279.603018537215,"Researcher"
"80",1378,"M",17,6,1991,10,68,"Ontario",42.75,-81.08333,"Atlantic","E",8.5,68,"Ontario",10,42.75,-80.91667,"Atlantic",7,"A","Agency",99,7,1992,13.6445808980567,89.9434355122909,0.313640102578991,0.274640731601103,0.31557555523298,0,1.01249730587006,4.2365517616272,0.876714944839478,4.12482881546021,0.936041831970215,1.12215983867645,0.16815596818924,-0.460653573274612,1.93655025959015,2.77891755104065,-1.48890101909637,0,0,42.75,-81.0833333333333,42.75,-80.9166666666667,89.9434332496191,13.6451267029461,"Researcher"
"81",1406,"M",29,5,1984,10,91,"Wisconsin",44.41667,-88.08333,"Mississippi","NE",14.1,91,"Wisconsin",10,44.58333,-87.91667,"Mississippi",5,"D","Other",4,4,1985,22.7739729374283,35.5327636962677,0.149036766688095,0.572071418202932,0.00667731165626361,-0.565394106546669,-0.463639110326767,-1.09296548366547,-0.380221217870712,-1.52926564216614,-0.444442242383957,1.28212940692902,3.19521331787109,3.30874586105347,-0.74996554851532,-1.03670823574066,0.984402596950531,0,0,44.4166666666667,-88.0833333333333,44.5833333333333,-87.9166666666667,35.5327613621613,22.7748839318287,"Public"
"82",1418,"U",13,7,1990,10,38,"Kansas",39.08333,-94.75,"Central","E",8.9,38,"Kansas",10,39.08333,-94.58333,"Central",5,"D","Agency",26,6,1991,14.4210701487999,89.947461427433,0.107251726354644,0.290027580200319,0.00145158949049209,-0.288575990709827,-0.491194278001785,-1.22518861293793,0.482086807489395,-3.17454648017883,-1.33073973655701,-0.869781613349915,4.68822765350342,2.9131817817688,-1.94369983673096,-0.528292417526245,1.17802536487579,0,0,39.0833333333333,-94.75,39.0833333333333,-94.5833333333333,89.9474624744211,14.4207810545975,"Researcher"
"83",1439,"U",30,5,1989,10,72,"Pennsylvania",40.91667,-75.58333,"Atlantic","S",103.9,21,"Delaware",10,39.41667,-75.75,"Atlantic",4,"D","Bander",25,5,1990,167.160711666709,-175.07377477949,0.438625099678954,0.0130643054144288,0.933517201335462,0.920452895921033,-0.196856334805489,0.387127935886383,0.489776879549026,-1.0229663848877,-0.788637340068817,-0.966111719608307,3.14704990386963,1.4184730052948,4.8692364692688,5.06626081466675,1.73292672634125,1,1,40.9166666666667,-75.5833333333333,39.4166666666667,-75.75,-175.073872596762,167.160687516679,"Researcher"
