"","ID","sex","BANDING_DAY","BANDING_MONTH","BANDING_YEAR","B_COORD_PRECISION","B_REGION","B_LOC","B_LAT_DECIMAL_DEGREES","B_LON_DECIMAL_DEGREES","B_FLYWAY_CHR","BEARING_BBL","DISTANCE_BBL","E_REGION","E_LOC","E_COORD_PRECISION","E_LAT_DECIMAL_DEGREES","E_LON_DECIMAL_DEGREES","E_FLYWAY_CHR","E_PRESENT_CONDITION_CODE","E_COND","E_WHO","ENCOUNTER_DAY","ENCOUNTER_MONTH","ENCOUNTER_YEAR","dist_km","bearing_degs","avg_ExtAg","extB","extE","diffAg","B_TAVG_JULY","B_TMIN_MAY","B_TMIN_JULY","B_TMAX_MAY","B_TMAX_JULY","B_TMAX_AUG","B_TMAX_MAR","B_TMIN_MAR","B_TMAX_JAN","B_TMIN_JAN","B_TMIN_AUG","dispType30","dispType25","B_LAT_DD_10MINBLOCK","B_LON_DD_10MINBLOCK","E_LAT_DD_10MINBLOCK","E_LON_DD_10MINBLOCK","bearing_10MINBLOCK","dist_km_10minblock","E_WHO_BIN"
"132",2259,"U",25,6,2009,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SE",14.4,59,"New Jersey",10,40.75,-75.08333,"Atlantic",7,"A","Bander",5,5,2010,23.2423169314986,142.727579890866,0.341486427638264,0.134126868921469,0.0656118449702424,-0.0685150239512266,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.99929702281952,0,0,40.9166666666667,-75.25,40.75,-75.0833333333333,142.727580284544,23.2418523035504,"Researcher"
"133",2264,"M",29,6,2009,10,72,"Pennsylvania",40.58333,-75.91667,"Atlantic","S",46.9,72,"Pennsylvania",10,39.91667,-76.08333,"Atlantic",5,"D","Public",31,5,2010,75.3713444675113,-169.1023543415,0.495155320075483,0.345768616635216,0.755262011903034,0.409493395267818,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.99929702281952,1,1,40.5833333333333,-75.9166666666667,39.9166666666667,-76.0833333333333,-169.102034572382,75.3721782191788,"Public"
"134",2292,"F",13,6,2009,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","W",8.2,91,"Wisconsin",10,44.25,-89.75,"Mississippi",7,"A","Bander",22,5,2010,13.3117043751283,-89.9418496109169,0.43270068224706,0.581216431993032,0.0297575845550878,-0.551458847437944,-2.65065479278564,0.626073777675629,-2.34932470321655,0.011429063975811,-2.96968364715576,-1.31392407417297,6.59573888778687,4.16114807128906,1.13165545463562,2.7681667804718,1.99929702281952,0,0,44.25,-89.5833333333333,44.25,-89.75,-89.9418507739023,13.3114381464574,"Researcher"
"135",2297,"F",27,6,2009,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","W",8.2,91,"Wisconsin",10,44.25,-89.75,"Mississippi",7,"A","Bander",29,5,2010,13.3117043751283,-89.9418496109169,0.43270068224706,0.581216431993032,0.0297575845550878,-0.551458847437944,-2.65065479278564,0.626073777675629,-2.34932470321655,0.011429063975811,-2.96968364715576,-1.31392407417297,6.59573888778687,4.16114807128906,1.13165545463562,2.7681667804718,1.99929702281952,0,0,44.25,-89.5833333333333,44.25,-89.75,-89.9418507739023,13.3114381464574,"Researcher"
"136",2321,"M",3,6,2010,0,33,"Idaho",43.485,-116.24556,"Pacific","S",2.4,33,"Idaho",0,43.45,-116.25278,"Pacific",7,"A","Bander",22,4,2011,3.93220998241533,-171.452946023547,0.313640102578991,0.274640731601103,0.31557555523298,0.14864276382639,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.4166666666667,-116.25,43.4166666666667,-116.25,NA,0,"Researcher"
"137",2326,"M",24,5,2008,10,88,"Virginia",38.58333,-78.25,"Atlantic","NE",14.6,88,"Virginia",10,38.75,-78.08333,"Atlantic",4,"D","Public",11,5,2009,23.5102029093864,38.0444816525452,0.413443792381229,0.262737697779068,0.255189432428509,-0.00754826535055886,0.321049958467484,-1.10181510448456,0.256421327590942,-1.13162970542908,0.36266753077507,-0.444419205188751,0.600238800048828,0.765536844730377,-1.43052649497986,-1.0773937702179,-0.100449420511723,0,0,38.5833333333333,-78.25,38.75,-78.0833333333333,38.0444820379469,23.5097325118436,"Public"
"138",2345,"F",15,6,2011,0,79,"Saskatchewan",52.05639,-107.50389,"Central","ENE",9.2,79,"Saskatchewan",0,52.11472,-107.30972,"Central",7,"A","Bander",6,4,2012,14.8079075361926,63.9279185268354,0.313640102578991,0.274640731601103,0.31557555523298,0,0.244098693132401,-0.325094997882843,0.795656561851501,-0.0114291300997138,-0.339805006980896,1.05901479721069,7.36594915390015,7.68173837661743,9.03817749023438,8.54046440124512,-0.100449420511723,0,0,52.0833333333333,-107.583333333333,52.0833333333333,-107.25,89.8685156324095,22.8501191301614,"Researcher"
"139",2363,"M",25,5,2012,0,33,"Idaho",43.54972,-116.215,"Pacific","SSW",4.9,33,"Idaho",0,43.48444,-116.25417,"Pacific",7,"A","Bander",1,5,2013,7.9141119980392,-156.397263294081,0.0887888905017661,0,0.259834518798084,0.259834518798084,2.22801637649536,-0.362346768379211,2.32561373710632,0.122622273862362,2.10381841659546,3.11250233650208,2.64993333816528,0.909278690814972,-1.06122779846191,-2.95188117027283,-0.328426897525787,0,0,43.5833333333333,-116.25,43.4166666666667,-116.25,-180,18.5170806662074,"Researcher"
"140",2366,"F",31,5,2012,0,33,"Idaho",43.45556,-116.23306,"Pacific","SW",1.4,33,"Idaho",0,43.44194,-116.2525,"Pacific",7,"A","Bander",21,4,2013,2.18309625308392,-133.872894908279,0.313640102578991,0.274640731601103,0.31557555523298,0.245173464944114,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.4166666666667,-116.25,43.4166666666667,-116.25,NA,0,"Researcher"
"141",2379,"M",17,6,2011,10,72,"Pennsylvania",40.58333,-75.41667,"Atlantic","NE",14.4,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",24,5,2012,23.2631644077554,37.2333542281006,0.256350704020903,0.0657570039192916,0.538104224125417,0.472347220206126,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,-0.826100170612335,0,0,40.5833333333333,-75.4166666666667,40.75,-75.25,37.2333546157251,23.2626989459335,"Researcher"
"142",2403,"F",29,6,2011,10,59,"New Jersey",41.08333,-74.75,"Atlantic","S",43,59,"New Jersey",0,40.46278,-74.80833,"Atlantic",7,"A","Bander",10,5,2012,69.0875009504958,-175.893554996443,0.254204111077387,0.434605893453331,0.755407170852083,0.320801277398752,2.00466728210449,2.94292020797729,1.98019516468048,1.06720471382141,1.98657131195068,0.0129396952688694,7.15924596786499,5.16631460189819,3.39993381500244,3.34829378128052,0.382879704236984,1,1,41.0833333333333,-74.75,40.4166666666667,-74.75,-180,74.0327204574455,"Researcher"
"143",2416,"M",10,6,2011,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","N",10,91,"Wisconsin",0,44.39407,-89.60418,"Mississippi",7,"A","Bander",22,5,2012,16.0950145856391,-5.92414037914803,0.783749455653941,0.581216431993032,0.732472056902308,0.151255624909276,2.56286549568176,0.668961107730865,2.99090170860291,-1.21195578575134,2.02899193763733,0.88538259267807,10.5014524459839,9.7720775604248,4.75830841064453,5.00195264816284,1.8143812417984,0,0,44.25,-89.5833333333333,44.4166666666667,-89.5833333333333,0,18.5197919595235,"Researcher"
"144",2424,"M",24,6,2011,1,72,"Pennsylvania",40.30833,-75.025,"Atlantic","N",25.2,59,"New Jersey",0,40.67306,-75.03611,"Atlantic",7,"A","Bander",17,5,2012,40.5120572617375,-1.32863448948929,0.415735230076934,0.581506749891131,0.521846421831906,-0.0596603280592248,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.8143812417984,1,1,40.25,-75.0833333333333,40.75,-75.0833333333333,0,55.5221286873177,"Researcher"
"145",2431,"F",4,7,2011,10,75,"Prince Edward Island",46.25,-63.08333,"Atlantic","W",8,75,"Prince Edward Island",10,46.25,-63.25,"Atlantic",5,"D","Public",21,7,2012,12.8525356048362,-89.9398017788574,0.313640102578991,0.274640731601103,0.31557555523298,0,0.114251412451267,1.97510373592377,0.420813649892807,0.397709161043167,-0.213970452547073,0.406718015670776,3.23125314712524,2.0481584072113,2.17638325691223,1.68455183506012,1.00748896598816,0,0,46.25,-63.0833333333333,46.25,-63.25,-89.9398029827986,12.8522785593592,"Public"
"146",2450,"F",19,6,2012,10,72,"Pennsylvania",40.41667,-75.25,"Atlantic","N",30.1,72,"Pennsylvania",0,40.85287,-75.25662,"Atlantic",7,"A","Bander",5,6,2013,48.4418759289106,-0.660259029792342,0.324551216915856,0.400203222528669,0.55407170852083,0.153868485992161,2.16452074050903,3.801593542099,2.31918931007385,2.31318020820618,2.13632893562317,0.769550800323486,-1.38270580768585,0.0206059627234936,2.0038902759552,2.49372172355652,1.23201012611389,1,1,40.4166666666667,-75.25,40.9166666666667,-75.25,0,55.5237357926542,"Researcher"
"147",2459,"M",19,6,2014,0,59,"New Jersey",40.6825,-74.72389,"Atlantic","SW",21,59,"New Jersey",0,40.43278,-74.95111,"Atlantic",7,"A","Bander",2,7,2015,33.753710537543,-145.165922401467,0.286719484150935,0.468137610683699,0.669037596167804,0.200899985484105,0.0144448550418019,1.3035135269165,0.518636643886566,0.757402062416077,-0.426301807165146,-0.805398285388947,-1.956622838974,-2.6043848991394,-0.960551500320435,-0.942070484161377,1.2346498966217,1,1,40.75,-74.75,40.4166666666667,-74.9166666666667,-159.078581785313,39.6135691595996,"Researcher"
"148",2460,"F",19,6,2014,0,59,"New Jersey",40.4225,-74.98306,"Atlantic","NNW",10.9,59,"New Jersey",0,40.57694,-75.02361,"Atlantic",7,"A","Bander",4,6,2015,17.4907591087796,-11.3205781181425,0.541825571728315,0.457541007403106,0.687037305849906,0.229496298446799,0.0144448550418019,1.3035135269165,0.518636643886566,0.757402062416077,-0.426301807165146,-0.805398285388947,-1.956622838974,-2.6043848991394,-0.960551500320435,-0.942070484161377,1.00748896598816,0,0,40.4166666666667,-74.9166666666667,40.5833333333333,-75.0833333333333,-37.3029069026871,23.283507683503,"Researcher"
"149",2473,"F",8,7,2014,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","WSW",12.3,72,"Pennsylvania",0,40.66983,-75.62563,"Atlantic",7,"A","Bander",7,6,2015,19.7750943594963,-116.688316771298,0.538952845673705,0.502104804761213,0.279430976919727,-0.222673827841486,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,1.55581760406494,0,0,40.75,-75.4166666666667,40.75,-75.5833333333333,-89.9456033318631,14.0753782212305,"Researcher"
"150",2475,"F",18,6,2014,10,72,"Pennsylvania",40.75,-75.25,"Atlantic","SSE",37.7,59,"New Jersey",0,40.29413,-74.85541,"Atlantic",7,"A","Bander",4,6,2015,60.6681943758585,146.42548782303,0.289351554237604,0.538104224125417,0.119465815067499,-0.418638409057918,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,1.39656686782837,1,1,40.75,-75.25,40.25,-74.9166666666667,152.919495601389,62.2983685786178,"Researcher"
"151",2488,"F",23,6,2014,0,72,"Pennsylvania",40.33972,-75.03861,"Atlantic","NNW",35.1,72,"Pennsylvania",0,40.78984,-75.35064,"Atlantic",7,"A","Bander",8,6,2015,56.5387408006522,-27.7624452153681,0.366355571115077,0.54492669473073,0.577151981419655,0.0322252866889244,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,-0.706583976745605,1,1,40.4166666666667,-75.0833333333333,40.75,-75.4166666666667,-37.2140491585079,46.5461506041671,"Researcher"
"152",2489,"F",23,6,2014,10,72,"Pennsylvania",40.58333,-75.25,"Atlantic","ESE",26.2,59,"New Jersey",0,40.45228,-74.78066,"Atlantic",7,"A","Bander",18,6,2015,42.3528949107789,109.943667412488,0.34487474310686,0.434315575555233,0.626215706198287,0.191900130643054,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,-0.706583976745605,1,1,40.5833333333333,-75.25,40.4166666666667,-74.75,113.426499649407,46.2483248173624,"Researcher"
"153",2490,"F",28,6,2013,1,91,"Wisconsin",44.45833,-89.34167,"Mississippi","SW",22.4,91,"Wisconsin",0,44.23573,-89.67299,"Mississippi",7,"A","Bander",14,5,2014,36.1906001505538,-132.99920865603,0.678360759577192,0.639425170561765,0.490201770939178,-0.149223399622587,0.26193231344223,0.777719438076019,0.739286661148071,0.377938747406006,-0.251445800065994,0.990910232067108,-2.63142204284668,-3.63701248168945,-2.61158323287964,-3.7013156414032,-0.771696925163269,1,1,44.4166666666667,-89.4166666666667,44.25,-89.75,-124.745235374466,32.399937297666,"Researcher"
"154",2504,"F",27,5,2015,0,88,"Virginia",38.70028,-78.74083,"Atlantic","ENE",235.8,59,"New Jersey",0,40.02588,-74.66936,"Atlantic",7,"A","Bander",23,5,2016,380.452038147315,65.9630601867734,0.243351066574297,0.645521846421832,0.567716649731456,-0.077805196690376,0.559114754199982,2.53308463096619,1.48251342773438,2.81210732460022,-0.297232896089554,0.0412768051028252,4.57587623596191,3.65987873077393,-0.193867355585098,-0.928824365139008,-0.771696925163269,1,1,38.75,-78.75,40.0833333333333,-74.75,65.4833070201607,374.877520611421,"Researcher"
"155",2609,"M",25,8,1981,10,66,"Ohio",40.08333,-82.91667,"Mississippi",NA,0,66,"Ohio",10,40.08333,-82.91667,"Mississippi",3,"D","Public",24,4,1982,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.0833333333333,-82.9166666666667,40.0833333333333,-82.9166666666667,NA,0,"Public"
"156",2621,"M",1,7,1974,10,33,"Idaho",47.08333,-116.58333,"Pacific",NA,0,33,"Idaho",10,47.08333,-116.58333,"Pacific",7,"A","Bander",14,5,1975,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,47.0833333333333,-116.583333333333,47.0833333333333,-116.583333333333,NA,0,"Researcher"
"157",2642,"M",16,6,1971,10,72,"Pennsylvania",40.58333,-75.91667,"Atlantic","ENE",81.8,59,"New Jersey",10,40.91667,-74.41667,"Atlantic",5,"D","Public",19,6,1972,131.974056951038,73.2222596584247,0.429749116949727,0.31557555523298,0.00885469589200174,-0.306720859340978,-0.560864269733429,-1.1097537279129,-0.865625321865082,-1.56475591659546,-0.212179139256477,-0.468163460493088,-0.96487820148468,-0.917606830596924,2.02964997291565,1.88529515266418,-0.771696925163269,1,1,40.5833333333333,-75.9166666666667,40.9166666666667,-74.4166666666667,73.2225681452545,131.973849322445,"Public"
"158",2651,"M",15,5,1976,10,88,"Virginia",38.91667,-77.41667,"Atlantic","W",9,88,"Virginia",10,38.91667,-77.58333,"Atlantic",5,"D","Public",25,4,1977,14.4540733620116,-89.9476529500217,0.360629264044128,0.267237625199594,0.452170126288286,0.184932501088692,-0.946681439876556,-1.06279635429382,-1.08274412155151,-1.09115922451019,-0.826450347900391,-0.690201282501221,3.77081918716431,2.61670231819153,-6.19317245483398,-6.01375770568848,-0.771696925163269,0,0,38.9166666666667,-77.4166666666667,38.9166666666667,-77.5833333333333,-89.9476508598263,14.4546522241078,"Public"
"159",2670,"M",28,6,1977,10,91,"Wisconsin",44.58333,-87.91667,"Mississippi","S",46.8,91,"Wisconsin",10,43.91667,-88.08333,"Mississippi",5,"D","Public",99,5,1978,75.2637039812002,-169.755059333743,0.657365108911906,0.00667731165626361,0.858034547829874,0.85135723617361,1.25783288478851,2.93991279602051,1.08732295036316,5.06022882461548,1.26714849472046,-1.68047738075256,-0.257170081138611,-1.87063813209534,-1.30625200271606,-1.49527060985565,0.187443599104881,1,1,44.5833333333333,-87.9166666666667,43.9166666666667,-88.0833333333333,-169.754757790166,75.2645272499716,"Public"
"160",2695,"F",22,6,1990,10,91,"Wisconsin",44.08333,-90.58333,"Mississippi","ENE",42.8,91,"Wisconsin",10,44.25,-89.75,"Mississippi",7,"A","Bander",2,5,1991,69.1755824655924,74.1814550688293,0.190876171570031,0.722746407316011,0.217883582522863,-0.504862824793148,-0.349292308092117,-1.28486919403076,0.164325416088104,-1.85087513923645,-0.798861742019653,-0.146884515881538,2.70631527900696,2.53007555007935,-0.337289750576019,-0.558844983577728,-0.0275563411414623,1,1,44.0833333333333,-90.5833333333333,44.25,-89.75,74.1818081685218,69.1757383734611,"Researcher"
"161",2749,"F",23,5,1981,10,72,"Pennsylvania",40.58333,-75.58333,"Atlantic","W",17.5,72,"Pennsylvania",10,40.58333,-75.91667,"Atlantic",7,"A","Bander",5,5,1982,28.2214765965098,-89.8915721073226,0.638813429276486,0.592248512120772,0.31557555523298,-0.276672956887792,0.436269819736481,0.02210240252316,0.858658790588379,0.650801777839661,0.0671483427286148,-0.41545844078064,-0.13491028547287,-0.604089379310608,-3.48885273933411,-4.05050134658813,-0.787264585494995,0,1,40.5833333333333,-75.5833333333333,40.5833333333333,-75.9166666666667,-89.8915742684802,28.220910777998,"Researcher"
"162",2792,"F",4,6,1989,10,36,"Iowa",40.75,-92.75,"Mississippi","W",17.4,36,"Iowa",10,40.75,-93.08333,"Mississippi",7,"A","Bander",19,5,1990,28.1504622483304,-89.8912076190743,0.694105430061302,0.730875308462767,0.813470750471767,0.0825954420089998,0.409417569637299,-1.46802628040314,0.7648104429245,-0.520143687725067,0.222230479121208,-0.313424676656723,3.04399132728577,3.37662863731384,7.53671169281006,6.73377323150635,-1.62187159061432,0,1,40.75,-92.75,40.75,-93.0833333333333,-89.891206531136,28.1507437554289,"Researcher"
"163",2795,"F",5,6,1997,10,46,"Maryland",38.75,-76.91667,"Atlantic","E",9,46,"Maryland",10,38.75,-76.75,"Atlantic",7,"A","Bander",17,6,1998,14.4886903813153,89.9478386449822,0.115655392654957,0.182755116852954,0.277543910582087,0.0947887937291334,0.445541858673096,-2.06658744812012,0.230950817465782,-1.18390607833862,0.608391463756561,-0.21978572010994,0.806563794612885,1.68774151802063,3.8826756477356,4.64126586914062,-1.53738534450531,0,0,38.75,-76.9166666666667,38.75,-76.75,89.9478396881893,14.4884006133839,"Researcher"
"164",2801,"F",22,5,1991,10,33,"Idaho",43.08333,-114.75,"Pacific","NW",20.4,33,"Idaho",10,43.25,-115.08333,"Pacific",7,"A","Agency",21,5,1992,32.8270297505327,-55.5491740989543,0.0490713647233194,0,0.445492814632022,0.445492814632022,0.621948599815369,-0.94773918390274,0.552748322486877,-3.04934930801392,0.666114270687103,1.75728094577789,6.02713298797607,4.03593969345093,2.54915404319763,1.56850695610046,0.724721074104309,1,1,43.0833333333333,-114.75,43.25,-115.083333333333,-55.5499728004373,32.8270440963474,"Researcher"
"165",2807,"F",28,5,1991,10,33,"Idaho",42.91667,-114.41667,"Pacific","W",16.9,33,"Idaho",10,42.91667,-114.75,"Pacific",7,"A","Agency",1,6,1992,27.2167341649118,-89.8865119674536,0.347912502651942,0,0.933662360284511,0.933662360284511,0.577520072460175,-1.08310759067535,0.607053399085999,-3.16195130348206,0.529222249984741,1.69840240478516,5.75551748275757,3.42994093894958,2.44909238815308,0.954479455947876,-0.600011825561523,0,1,42.9166666666667,-114.416666666667,42.9166666666667,-114.75,-89.8865108396595,27.2170078015828,"Researcher"
"166",2808,"M",9,6,1991,10,33,"Idaho",43.25,-114.75,"Pacific","E",8.4,33,"Idaho",10,43.25,-114.58333,"Pacific",7,"A","Agency",21,5,1992,13.5352019008285,89.9429002540635,0.0379901706654501,0,0,0,0.621948599815369,-0.94773918390274,0.552748322486877,-3.04934930801392,0.666114270687103,1.75728094577789,6.02713298797607,4.03593969345093,2.54915404319763,1.56850695610046,0.0383057072758675,0,0,43.25,-114.75,43.25,-114.583333333333,89.9429013960364,13.5349312022947,"Researcher"
"167",2826,"M",13,8,1990,10,36,"Iowa",40.75,-92.75,"Mississippi","S",11.5,36,"Iowa",10,40.58333,-92.75,"Mississippi",5,"D","Public",28,4,1991,18.5082819167137,-180,0.554434605893453,0.730875308462767,0.643054144287995,-0.0878211641747714,-0.488925099372864,-1.27634167671204,0.550007700920105,-2.93101572990417,-1.45179510116577,-0.529018402099609,4.484459400177,2.93365454673767,-1.59667325019836,-0.722131133079529,-0.853516101837158,0,0,40.75,-92.75,40.5833333333333,-92.75,-180,18.5079117638363,"Public"
"168",2860,"M",21,6,1992,10,61,"New York",42.75,-77.08333,"Atlantic","W",68.5,61,"New York",10,42.91667,-78.41667,"Atlantic",5,"D","Bander",27,6,1993,110.575119819512,-79.9079652460059,0.65590071127885,0.703585426041515,0.49731455944259,-0.206270866598926,-1.66101813316345,-0.159146934747696,-0.447449713945389,0.245170801877975,-2.90538144111633,-2.08241891860962,-1.63491773605347,-2.06502437591553,2.22013878822327,3.28206348419189,1.90580213069916,1,1,42.75,-77.0833333333333,42.9166666666667,-78.4166666666667,-79.9081096455414,110.574523347434,"Researcher"
"169",2873,"M",2,6,1990,10,33,"Idaho",43.25,-114.25,"Pacific",NA,0,33,"Idaho",10,43.25,-114.25,"Pacific",7,"A","Agency",18,6,1991,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.25,-114.25,43.25,-114.25,NA,0,"Researcher"
"170",2890,"F",25,5,1991,10,64,"North Dakota",47.75,-103.75,"Central","SSW",24.3,64,"North Dakota",10,47.41667,-103.91667,"Central",7,"A","Agency",26,5,1992,39.1236602426924,-161.247615931967,0.142816611462278,0.383364784438961,0.00899985484105095,-0.37436492959791,0.337276548147202,2.22813820838928,0.432810664176941,-0.0975876227021217,0.216589018702507,2.57051706314087,6.61659622192383,4.83367872238159,9.50319194793701,8.56419277191162,1.91568493843079,1,1,47.75,-103.75,47.4166666666667,-103.916666666667,-161.248138381356,39.1239310696049,"Researcher"
"171",2924,"F",22,6,1990,10,64,"North Dakota",47.41667,-103.75,"Central","N",11.5,64,"North Dakota",10,47.58333,-103.75,"Central",7,"A","Agency",6,6,1991,18.5293569150048,0,0,0,0,0,-0.308952063322067,-0.348734796047211,-0.515651285648346,-0.41162571310997,-0.200938701629639,1.58030819892883,4.47454357147217,2.48033237457275,0.162089720368385,0.255237251520157,1.90580213069916,0,0,47.4166666666667,-103.75,47.5833333333333,-103.75,0,18.5300981189301,"Researcher"
"172",2931,"U",20,5,1991,10,88,"Virginia",38.58333,-77.75,"Atlantic","E",9,88,"Virginia",10,38.58333,-77.58333,"Atlantic",7,"A","Bander",23,5,1992,14.5223170568349,89.9480279222805,0.66692242291023,0.749600812890115,0.577732617215851,-0.171868195674263,1.51662957668304,3.65564274787903,2.02109742164612,3.49517774581909,1.17209672927856,0.950484216213226,-0.494921922683716,-0.0527104437351227,2.02708554267883,1.73424398899078,1.16843354701996,0,0,38.5833333333333,-77.75,38.5833333333333,-77.5833333333333,89.9480289579124,14.5220259451088,"Researcher"
"173",2954,"F",10,7,1992,10,47,"Massachusetts",41.91667,-70.75,"Atlantic","N",129.1,44,"Maine",10,43.75,-70.25,"Atlantic",5,"D","Public",7,7,1993,207.724832547531,11.1804352943017,0.000393542039644522,0,0.000580635796196835,0.000580635796196835,-1.58505582809448,-1.06438958644867,-1.51308929920197,-0.335239142179489,-1.63410449028015,-0.96481990814209,-0.950670182704926,-1.29224765300751,0.794142365455627,1.60401558876038,-0.821985185146332,1,1,41.9166666666667,-70.75,43.75,-70.25,11.1804155000901,207.725195759822,"Public"
"174",2977,"F",29,5,1987,10,88,"Virginia",38.91667,-77.41667,"Atlantic","SW",14.6,88,"Virginia",10,38.75,-77.58333,"Atlantic",7,"A","Bander",22,5,1988,23.4893143589384,-141.918329829849,0.267071729257823,0.267237625199594,0.352736246189578,0.085498620989984,1.88440406322479,0.928496062755585,1.75906348228455,1.26193237304688,2.00896048545837,1.09028947353363,1.57063913345337,-0.00746421935036778,-2.0304012298584,-2.65457963943481,2.56750893592834,0,0,38.9166666666667,-77.4166666666667,38.75,-77.5833333333333,-141.916658813621,23.4893797094945,"Researcher"
"175",2979,"F",13,5,1990,10,88,"Virginia",38.75,-77.41667,"Atlantic","W",9,88,"Virginia",10,38.75,-77.58333,"Atlantic",7,"A","Bander",18,5,1991,14.4878210775196,-89.9478417746036,0.270939178400348,0.129336623602845,0.352736246189578,0.223399622586732,0.643195033073425,0.183364197611809,1.0127466917038,-1.30034327507019,0.406947463750839,-0.958193600177765,1.63475060462952,2.03343605995178,1.69495868682861,1.6762261390686,1.49210834503174,0,0,38.75,-77.4166666666667,38.75,-77.5833333333333,-89.9478396881893,14.4884006133826,"Researcher"
"176",2986,"F",18,6,1990,10,33,"Idaho",42.91667,-114.58333,"Pacific","N",23,33,"Idaho",10,43.25,-114.58333,"Pacific",7,"A","Agency",21,5,1991,37.0310831015119,0,0.137694723090205,0,0,0,0.331007391214371,-0.959256291389465,0.548101186752319,-1.57494711875916,0.077951967716217,-0.141900792717934,0.544529378414154,1.04495084285736,-0.450915277004242,-1.61252379417419,0.91875696182251,1,1,42.9166666666667,-114.583333333333,43.25,-114.583333333333,0,37.0314534052207,"Researcher"
"177",2988,"M",19,6,1990,10,33,"Idaho",43.25,-114.58333,"Pacific",NA,0,33,"Idaho",10,43.25,-114.58333,"Pacific",7,"A","Agency",14,5,1991,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.25,-114.583333333333,43.25,-114.583333333333,NA,0,"Researcher"
"178",3010,"F",27,5,1988,10,36,"Iowa",41.08333,-95.75,"Mississippi","W",8.7,54,"Nebraska",10,41.08333,-95.91667,"Central",5,"D","Public",9,6,1989,14.0051333697588,-89.9452358850967,0.697706488605022,0.668311801422558,0.875889098562926,0.207577297140369,0.313561320304871,2.51181387901306,0.210103675723076,3.81832242012024,0.40335476398468,2.81779789924622,1.04493701457977,0.202344954013824,7.48015451431274,6.88987398147583,-0.347690492868423,0,0,41.0833333333333,-95.75,41.0833333333333,-95.9166666666667,-89.9452369767036,14.0048525651373,"Public"
"179",3015,"F",22,7,1999,10,63,"North Carolina",35.41667,-80.25,"Atlantic","NNW",82.7,63,"North Carolina",10,36.58333,-80.58333,"Atlantic",5,"D","Public",15,4,2000,132.894141737374,-12.9728720420275,0.273711311107885,0.462476411670779,0.272608506314414,-0.189867905356365,1.25436151027679,-0.729493737220764,1.82142400741577,-0.0788733586668968,0.828292667865753,1.92054426670074,3.50436687469482,1.88046443462372,-0.276883244514465,0.0550434365868568,0.601810812950134,1,1,35.4166666666667,-80.25,36.5833333333333,-80.5833333333333,-12.972925160388,132.894930260582,"Public"
